RXCUI|GENERIC_RXCUI|TTY|FULL_NAME|RXN_DOSE_FORM|FULL_GENERIC_NAME|BRAND_NAME|DISPLAY_NAME|ROUTE|NEW_DOSE_FORM|STRENGTH|SUPPRESS_FOR|DISPLAY_NAME_SYNONYM|IS_RETIRED|SXDG_RXCUI|SXDG_TTY|SXDG_NAME
360231||SCD|yohimbine 800 MG Oral Tablet|Oral Tablet|yohimbine 800 MG Oral Tablet||Yohimbine (Oral Pill)|Oral Pill|Tab|800 mg||||1162396|SCDG|yohimbine Pill
360234||SCD|Zinc Gluconate 13.3 MG Chewing Gum|Chewing Gum|Zinc Gluconate 13.3 MG Chewing Gum||Zinc Gluconate (Chewable)|Chewable|Gum|13.3 mg||||1294740|SCDG|Zinc Gluconate Chewable Product
360236||SCD|Ascorbic Acid 100 MG / Zinc Gluconate 8 MG Lozenge|Lozenge|Ascorbic Acid 100 MG / Zinc Gluconate 8 MG Lozenge||Ascorbic Acid/Zinc Gluconate (Lozenge)|Lozenge|Lozenge|100-8 mg||VITAMIN C; VIT-C||1295634|SCDG|Ascorbic Acid / Zinc Gluconate Lozenge Product
360344||SCD|24 HR Nisoldipine 40 MG Extended Release Tablet|Extended Release Tablet|24 HR Nisoldipine 40 MG Extended Release Tablet||Nisoldipine XR (Oral Pill)|Oral Pill|24 HR XR Tab|40 mg||||1159242|SCDG|Nisoldipine Pill
360345||SCD|12 HR Guaifenesin 600 MG / Pseudoephedrine 90 MG Extended Release Tablet|Extended Release Tablet|12 HR Guaifenesin 600 MG / Pseudoephedrine 90 MG Extended Release Tablet||Guaifenesin/Pseudoephedrine XR (Oral Pill)|Oral Pill|12 HR XR Tab|600-90 mg||||1159128|SCDG|Guaifenesin / Pseudoephedrine Pill
360347||SCD|Benzocaine 200 MG/ML Topical Solution|Topical Solution|Benzocaine 200 MG/ML Topical Solution||Benzocaine (Topical)|Topical|Sol|20%||||1152975|SCDG|Benzocaine Topical Product
360348||SCD|Benzocaine 200 MG/ML Mucosal Spray|Mucosal Spray|Benzocaine 200 MG/ML Mucosal Spray||Benzocaine (Mucosal)|Mucosal|Spray|20%||||1152967|SCDG|Benzocaine Mucosal Product
360349||SCD|Benzocaine 200 MG/ML Topical Spray|Topical Spray|Benzocaine 200 MG/ML Topical Spray||Benzocaine (Topical)|Topical|Spray|20%||||1152975|SCDG|Benzocaine Topical Product
360394|198034|SBD|24 HR Nifedipine 30 MG Extended Release Tablet [Nifedical]|Extended Release Tablet|24 HR Nifedipine 30 MG Extended Release Tablet|NIFEDICAL|NIFEDICAL XR (Oral Pill)|Oral Pill|24 HR XR Tab|30 mg||||1183387|SBDG|Nifedical Pill
360422||SCD|Calcium Carbonate 600 MG / Cholecalciferol 200 UNT Oral Tablet|Oral Tablet|Calcium Carbonate 600 MG / Cholecalciferol 200 UNT Oral Tablet||Calcium Carbonate/Cholecalciferol (Oral Pill)|Oral Pill|Tab|600-200 var units||||1153280|SCDG|Calcium Carbonate / Cholecalciferol Pill
360507||SCD|24 HR fluvastatin 80 MG Extended Release Tablet|Extended Release Tablet|24 HR fluvastatin 80 MG Extended Release Tablet||Fluvastatin XR (Oral Pill)|Oral Pill|24 HR XR Tab|80 mg||||1165661|SCDG|fluvastatin Pill
360576||SCD|Lactase 4500 UNT Chewable Tablet|Chewable Tablet|Lactase 4500 UNT Chewable Tablet||Lactase (Chewable)|Chewable|Tab|4,500 unt||||1295026|SCDG|Lactase Chewable Product
360577||SCD|12 HR Guaifenesin 1200 MG / Phenylpropanolamine 75 MG Extended Release Tablet|Extended Release Tablet|12 HR Guaifenesin 1200 MG / Phenylpropanolamine 75 MG Extended Release Tablet||Guaifenesin/Phenylpropanolamine XR (Oral Pill)|Oral Pill|12 HR XR Tab|1,200-75 mg||||1159120|SCDG|Guaifenesin / Phenylpropanolamine Pill
379749||SCD|Nitroglycerin 6.5 MG Sustained Release Buccal Tablet|Sustained Release Buccal Tablet|Nitroglycerin 6.5 MG Sustained Release Buccal Tablet||Nitroglycerin (Buccal)|Buccal|SR Tab|6.5 mg||NTG; TNG||1295590|SCDG|Nitroglycerin Buccal Product
379752||SCD|Nitroglycerin 2.6 MG Sustained Release Buccal Tablet|Sustained Release Buccal Tablet|Nitroglycerin 2.6 MG Sustained Release Buccal Tablet||Nitroglycerin (Buccal)|Buccal|SR Tab|2.6 mg||NTG; TNG||1295590|SCDG|Nitroglycerin Buccal Product
381026||SCD|Cimetidine 10 MG/ML Oral Solution|Oral Solution|Cimetidine 10 MG/ML Oral Solution||Cimetidine (Oral Liquid)|Oral Liquid|Sol|10 mg/ml||||1151783|SCDG|Cimetidine Oral Liquid Product
381056||SCD|Isosorbide Dinitrate 10 MG Oral Tablet|Oral Tablet|Isosorbide Dinitrate 10 MG Oral Tablet||Isosorbide Dinitrate (Oral Pill)|Oral Pill|Tab|10 mg||ISDN||1159756|SCDG|Isosorbide Dinitrate Pill
384518|282465|SBD|Calcium Carbonate 1250 MG Oral Tablet [Oyst Cal 500]|Oral Tablet|Calcium Carbonate 1250 MG Oral Tablet|OYST CAL 500|OYST CAL 500 (Oral Pill)|Oral Pill|Tab|1,250 mg||||1177624|SBDG|Oyst Cal 500 Pill
384788||SCD|Amylases 30000 UNT / Endopeptidases 30000 UNT / Lipase 8000 UNT Oral Capsule|Oral Capsule|Amylases 30000 UNT / Endopeptidases 30000 UNT / Lipase 8000 UNT Oral Capsule||Amylases/Endopeptidases/Lipase (Oral Pill)|Oral Pill|Cap|30,000-30,000-8,000 unt||||1153487|SCDG|Amylases / Endopeptidases / Lipase Pill
387003||SCD|Levetiracetam 1000 MG Oral Tablet|Oral Tablet|Levetiracetam 1000 MG Oral Tablet||levETIRAcetam (Oral Pill)|Oral Pill|Tab|1,000 mg||||1163452|SCDG|Levetiracetam Pill
387013||SCD|nebivolol 5 MG Oral Tablet|Oral Tablet|nebivolol 5 MG Oral Tablet||Nebivolol (Oral Pill)|Oral Pill|Tab|5 mg||||1158402|SCDG|nebivolol Pill
387072||SCD|Lyme Disease Vaccine 0.006 MG/ML Injectable Solution|Injectable Solution|Lyme Disease Vaccine 0.006 MG/ML Injectable Solution||Lyme Disease Vaccine (Injectable)|Injectable|Sol|6 mcg/ml||||1156316|SCDG|Lyme Disease Vaccine Injectable Product
387090|198467|SBD|Aspirin 325 MG Enteric Coated Tablet [Bayer Aspirin]|Enteric Coated Tablet|Aspirin 325 MG Enteric Coated Tablet|BAYER ASPIRIN|BAYER ASPIRIN EC (Oral Pill)|Oral Pill|EC Tab|325 mg|C|||1168631|SBDG|Bayer Aspirin Pill
387789||SCD|Phenylephrine 2.5 MG/ML Oral Solution|Oral Solution|Phenylephrine 2.5 MG/ML Oral Solution||Phenylephrine (Oral Liquid)|Oral Liquid|Sol|2.5 mg/ml||||1158150|SCDG|Phenylephrine Oral Liquid Product
387790||SCD|xylometazoline 0.5 MG/ML Nasal Spray|Nasal Spray|xylometazoline 0.5 MG/ML Nasal Spray||Xylometazoline (Nasal)|Nasal|Spray|0.05%||||1165254|SCDG|xylometazoline Nasal Product
388052||SCD|Ganciclovir 0.0015 MG/MG Ophthalmic Gel|Ophthalmic Gel|Ganciclovir 0.0015 MG/MG Ophthalmic Gel||Ganciclovir (Ophthalmic)|Ophthalmic|Gel|0.15%||||1163918|SCDG|Ganciclovir Ophthalmic Product
388085||SCD|agalsidase beta 5 MG/ML Injectable Solution|Injectable Solution|agalsidase beta 5 MG/ML Injectable Solution||Agalsidase beta (Injectable)|Injectable|Sol|5 mg/ml||||1164257|SCDG|agalsidase beta Injectable Product
388311||SCD|12 HR Carbamazepine 100 MG Extended Release Capsule|Extended Release Capsule|12 HR Carbamazepine 100 MG Extended Release Capsule||carBAMazepine XR (Oral Pill)|Oral Pill|12 HR XR Cap|100 mg||||1155761|SCDG|Carbamazepine Pill
388510||SCD|telithromycin 400 MG Oral Tablet|Oral Tablet|telithromycin 400 MG Oral Tablet||Telithromycin (Oral Pill)|Oral Pill|Tab|400 mg||||1161477|SCDG|telithromycin Pill
388517||SCD|Calcitriol 0.000003 MG/MG Topical Ointment|Topical Ointment|Calcitriol 0.000003 MG/MG Topical Ointment||Calcitriol (Topical)|Topical|Ointment|0.0003%||||1153001|SCDG|Calcitriol Topical Product
388525||SCD|Betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment|Topical Ointment|Betamethasone 0.0005 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment||Betamethasone/Calcipotriene (Topical)|Topical|Ointment|0.05-0.005%||||1153789|SCDG|Betamethasone / calcipotriene Topical Product
388718||SCD|Amylases 56000 UNT / Endopeptidases 44000 UNT / Lipase 20000 UNT Oral Capsule|Oral Capsule|Amylases 56000 UNT / Endopeptidases 44000 UNT / Lipase 20000 UNT Oral Capsule||Amylases/Endopeptidases/Lipase (Oral Pill)|Oral Pill|Cap|56,000-44,000-20,000 unt||||1153487|SCDG|Amylases / Endopeptidases / Lipase Pill
388911||SCD|follitropin beta 300 UNT/ML Injectable Solution|Injectable Solution|follitropin beta 300 UNT/ML Injectable Solution||Follitropin beta (Injectable)|Injectable|Sol|300 unt/ml||||1165663|SCDG|follitropin beta Injectable Product
389025||SCD|Ceftazidime 10 MG/ML Injectable Solution|Injectable Solution|Ceftazidime 10 MG/ML Injectable Solution||cefTAZidime (Injectable)|Injectable|Sol|10 mg/ml||||1152106|SCDG|Ceftazidime Injectable Product
389031||SCD|prednisolone 20 MG/ML Injectable Solution|Injectable Solution|prednisolone 20 MG/ML Injectable Solution||prednisoLONE (Injectable)|Injectable|Sol|20 mg/ml||||1165756|SCDG|prednisolone Injectable Product
389054||SCD|Sodium Stibogluconate 100 MG/ML Injectable Solution|Injectable Solution|Sodium Stibogluconate 100 MG/ML Injectable Solution||Sodium Stibogluconate (Injectable)|Injectable|Sol|100 mg/ml||||1159935|SCDG|Sodium Stibogluconate Injectable Product
389122||SCD|Benzoyl Peroxide 30 MG/ML Medicated Liquid Soap|Medicated Liquid Soap|Benzoyl Peroxide 30 MG/ML Medicated Liquid Soap||Benzoyl Peroxide (Soap)|Soap|Medicated Liquid Soap|3%||||1294790|SCDG|Benzoyl Peroxide Soap Product
389201||SCD|quetiapine 150 MG Oral Tablet|Oral Tablet|quetiapine 150 MG Oral Tablet||QUEtiapine (Oral Pill)|Oral Pill|Tab|150 mg||||1157344|SCDG|quetiapine Pill
389221||SCD|Etonogestrel 68 MG Drug Implant|Drug Implant|Etonogestrel 68 MG Drug Implant||Etonogestrel (Implant)|Implant|Drug Implant|68 mg||||1157927|SCDG|Etonogestrel Drug Implant Product
389230||SCD|Tamoxifen 2 MG/ML Oral Solution|Oral Solution|Tamoxifen 2 MG/ML Oral Solution||Tamoxifen (Oral Liquid)|Oral Liquid|Sol|10 mg/5ml||||1164213|SCDG|Tamoxifen Oral Liquid Product
389242||SCD|deferiprone 500 MG Oral Tablet|Oral Tablet|deferiprone 500 MG Oral Tablet||Deferiprone (Oral Pill)|Oral Pill|Tab|500 mg||||1157199|SCDG|deferiprone Pill
391932||SCD|Somatropin 1.3 MG/ML Injectable Solution|Injectable Solution|Somatropin 1.3 MG/ML Injectable Solution||Somatropin (Injectable)|Injectable|Sol|1.3 mg/ml||||1159952|SCDG|Somatropin Injectable Product
391937||SCD|Lactulose 667 MG/ML Oral Solution|Oral Solution|Lactulose 667 MG/ML Oral Solution||Lactulose (Oral Liquid)|Oral Liquid|Sol|10 g/15ml||||1162200|SCDG|Lactulose Oral Liquid Product
391980||SCD|Nifedipine 30 MG Oral Tablet|Oral Tablet|Nifedipine 30 MG Oral Tablet||NIFEdipine (Oral Pill)|Oral Pill|Tab|30 mg||||1158689|SCDG|Nifedipine Pill
391989||SCD|Tetracycline 0.01 MG/MG Topical Ointment|Topical Ointment|Tetracycline 0.01 MG/MG Topical Ointment||Tetracycline (Topical)|Topical|Ointment|1%||||1164870|SCDG|Tetracycline Topical Product
392038||SCD|Sodium Fluoride 0.011 MG/MG Toothpaste|Toothpaste|Sodium Fluoride 0.011 MG/MG Toothpaste||Sodium Fluoride (Toothpaste)|Toothpaste|Toothpaste|1.1%||||1295624|SCDG|Sodium Fluoride Toothpaste Product
392046||SCD|Sodium Fluoride 5.56 MG/ML Oral Solution|Oral Solution|Sodium Fluoride 5.56 MG/ML Oral Solution||Sodium Fluoride (Oral Liquid)|Oral Liquid|Sol|5.56 mg/ml||||1159340|SCDG|Sodium Fluoride Oral Liquid Product
392069||SCD|Sodium Fluoride 3.1 MG/ML Mouthwash|Mouthwash|Sodium Fluoride 3.1 MG/ML Mouthwash||Sodium Fluoride (Mouthwash)|Mouthwash|Mouthwash|0.31%||||1295317|SCDG|Sodium Fluoride Mouthwash Product
392662||SCD|Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet|Oral Tablet|Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet||Ethinyl Estradiol/Norethindrone (Oral Pill)|Oral Pill|Tab|0.035-0.75 mg||||1157355|SCDG|Ethinyl Estradiol / Norethindrone Pill
393245||SCD|Digoxin 0.05 MG/ML Oral Solution|Oral Solution|Digoxin 0.05 MG/ML Oral Solution||Digoxin (Oral Liquid)|Oral Liquid|Sol|0.25 mg/5ml||||1151520|SCDG|Digoxin Oral Liquid Product
401883||SCD|Lutropin alfa 75 UNT/ML Injectable Solution|Injectable Solution|Lutropin alfa 75 UNT/ML Injectable Solution||Lutropin alfa (Injectable)|Injectable|Sol|75 unt/ml||||1156315|SCDG|Lutropin alfa Injectable Product
401938||SCD|Miglustat 100 MG Oral Capsule|Oral Capsule|Miglustat 100 MG Oral Capsule||Miglustat (Oral Pill)|Oral Pill|Cap|100 mg||||1164726|SCDG|Miglustat Pill
401953||SCD|Risperidone 1 MG Disintegrating Tablet|Disintegrating Tablet|Risperidone 1 MG Disintegrating Tablet||risperiDONE (Disintegrating)|Disintegrating|Tab|1 mg||||1295086|SCDG|Risperidone Disintegrating Oral Product
401954||SCD|Risperidone 2 MG Disintegrating Tablet|Disintegrating Tablet|Risperidone 2 MG Disintegrating Tablet||risperiDONE (Disintegrating)|Disintegrating|Tab|2 mg||||1295086|SCDG|Risperidone Disintegrating Oral Product
401965||SCD|Ramipril 1.25 MG Oral Tablet|Oral Tablet|Ramipril 1.25 MG Oral Tablet||Ramipril (Oral Pill)|Oral Pill|Tab|1.25 mg||||1164810|SCDG|Ramipril Pill
401968||SCD|Ramipril 10 MG Oral Tablet|Oral Tablet|Ramipril 10 MG Oral Tablet||Ramipril (Oral Pill)|Oral Pill|Tab|10 mg||||1164810|SCDG|Ramipril Pill
401981||SCD|enfuvirtide 90 MG/ML Injectable Solution|Injectable Solution|enfuvirtide 90 MG/ML Injectable Solution||Enfuvirtide (Injectable)|Injectable|Sol|90 mg/ml||||1161890|SCDG|enfuvirtide Injectable Product
402000||SCD|zolmitriptan 5 MG/ACTUAT Nasal Spray|Nasal Spray|zolmitriptan 5 MG/ACTUAT Nasal Spray||ZOLMitriptan (Nasal)|Nasal|Spray|5 mg/spray||||1156255|SCDG|zolmitriptan Nasal Product
402006||SCD|Cimetidine 40 MG/ML Oral Solution|Oral Solution|Cimetidine 40 MG/ML Oral Solution||Cimetidine (Oral Liquid)|Oral Liquid|Sol|200 mg/5ml||||1151783|SCDG|Cimetidine Oral Liquid Product
402010||SCD|Risperidone 12.5 MG/ML Injectable Suspension|Injectable Suspension|Risperidone 12.5 MG/ML Injectable Suspension||risperiDONE (Injectable)|Injectable|Susp|12.5 mg/ml||||1165478|SCDG|Risperidone Injectable Product
402011||SCD|Risperidone 18.8 MG/ML Injectable Suspension|Injectable Suspension|Risperidone 18.8 MG/ML Injectable Suspension||risperiDONE (Injectable)|Injectable|Susp|18.8 mg/ml||||1165478|SCDG|Risperidone Injectable Product
402012||SCD|Risperidone 25 MG/ML Injectable Suspension|Injectable Suspension|Risperidone 25 MG/ML Injectable Suspension||risperiDONE (Injectable)|Injectable|Susp|25 mg/ml||||1165478|SCDG|Risperidone Injectable Product
402013||SCD|Omeprazole 10 MG Enteric Coated Tablet|Enteric Coated Tablet|Omeprazole 10 MG Enteric Coated Tablet||Omeprazole EC (Oral Pill)|Oral Pill|EC Tab|10 mg||||1161029|SCDG|Omeprazole Pill
402014||SCD|Omeprazole 20 MG Enteric Coated Tablet|Enteric Coated Tablet|Omeprazole 20 MG Enteric Coated Tablet||Omeprazole EC (Oral Pill)|Oral Pill|EC Tab|20 mg||||1161029|SCDG|Omeprazole Pill
402019||SCD|tadalafil 20 MG Oral Tablet|Oral Tablet|tadalafil 20 MG Oral Tablet||Tadalafil (Oral Pill)|Oral Pill|Tab|20 mg||||1160860|SCDG|tadalafil Pill
402058||SCD|BCG, Live, Connaught Strain 27 MG/ML Irrigation Solution|Irrigation Solution|BCG, Live, Connaught Strain 27 MG/ML Irrigation Solution||BCG, Live, Connaught Strain (Irrigation)|Irrigation|Irrig Sol|2.7%||||1155019|SCDG|BCG, Live, Connaught Strain Irrigation Product
402089||SCD|gatifloxacin 3 MG/ML Ophthalmic Solution|Ophthalmic Solution|gatifloxacin 3 MG/ML Ophthalmic Solution||Gatifloxacin (Ophthalmic)|Ophthalmic|Sol|0.3%||||1156704|SCDG|gatifloxacin Ophthalmic Product
402091|349472|SBD|gefitinib 250 MG Oral Tablet [Iressa]|Oral Tablet|gefitinib 250 MG Oral Tablet|IRESSA|IRESSA (Oral Pill)|Oral Pill|Tab|250 mg||||1176763|SBDG|Iressa Pill
402092|351291|SBD|Cyclosporine 0.5 MG/ML Ophthalmic Suspension [Restasis]|Ophthalmic Suspension|Cyclosporine 0.5 MG/ML Ophthalmic Suspension|RESTASIS|RESTASIS (Ophthalmic)|Ophthalmic|Susp|0.05%||||1182527|SBDG|Restasis Ophthalmic Product
402093|402247|SBD|Atazanavir 200 MG Oral Capsule [Reyataz]|Oral Capsule|Atazanavir 200 MG Oral Capsule|REYATAZ|REYATAZ (Oral Pill)|Oral Pill|Cap|200 mg||||1183051|SBDG|Reyataz Pill
402094|402246|SBD|Atazanavir 150 MG Oral Capsule [Reyataz]|Oral Capsule|Atazanavir 150 MG Oral Capsule|REYATAZ|REYATAZ (Oral Pill)|Oral Pill|Cap|150 mg||||1183051|SBDG|Reyataz Pill
402095|402245|SBD|Atazanavir 100 MG Oral Capsule [Reyataz]|Oral Capsule|Atazanavir 100 MG Oral Capsule|REYATAZ|REYATAZ (Oral Pill)|Oral Pill|Cap|100 mg||||1183051|SBDG|Reyataz Pill
402096|484814|SBD|tadalafil 10 MG Oral Tablet [Cialis]|Oral Tablet|tadalafil 10 MG Oral Tablet|CIALIS|CIALIS (Oral Pill)|Oral Pill|Tab|10 mg||||1170244|SBDG|Cialis Pill
402097|402019|SBD|tadalafil 20 MG Oral Tablet [Cialis]|Oral Tablet|tadalafil 20 MG Oral Tablet|CIALIS|CIALIS (Oral Pill)|Oral Pill|Tab|20 mg||||1170244|SBDG|Cialis Pill
402100||SCD|abarelix 50 MG/ML Injectable Suspension|Injectable Suspension|abarelix 50 MG/ML Injectable Suspension||Abarelix (Injectable)|Injectable|Susp|50 mg/ml||||1163065|SCDG|abarelix Injectable Product
402105|351257|SBD|eplerenone 50 MG Oral Tablet [Inspra]|Oral Tablet|eplerenone 50 MG Oral Tablet|INSPRA|INSPRA (Oral Pill)|Oral Pill|Tab|50 mg||||1173418|SBDG|Inspra Pill
402106|351256|SBD|eplerenone 25 MG Oral Tablet [Inspra]|Oral Tablet|eplerenone 25 MG Oral Tablet|INSPRA|INSPRA (Oral Pill)|Oral Pill|Tab|25 mg||||1173418|SBDG|Inspra Pill
402109||SCD|fosamprenavir 700 MG Oral Tablet|Oral Tablet|fosamprenavir 700 MG Oral Tablet||Fosamprenavir (Oral Pill)|Oral Pill|Tab|700 mg||||1165666|SCDG|fosamprenavir Pill
402110|402109|SBD|fosamprenavir 700 MG Oral Tablet [Lexiva]|Oral Tablet|fosamprenavir 700 MG Oral Tablet|LEXIVA|LEXIVA (Oral Pill)|Oral Pill|Tab|700 mg||||1186158|SBDG|Lexiva Pill
402131||SCD|aripiprazole 5 MG Oral Tablet|Oral Tablet|aripiprazole 5 MG Oral Tablet||ARIPiprazole (Oral Pill)|Oral Pill|Tab|5 mg||||1158262|SCDG|aripiprazole Pill
402169|402000|SBD|zolmitriptan 5 MG/ACTUAT Nasal Spray [Zomig]|Nasal Spray|zolmitriptan 5 MG/ACTUAT Nasal Spray|ZOMIG|ZOMIG (Nasal)|Nasal|Spray|5 mg/spray||||1188176|SBDG|Zomig Nasal Product
402239||SCD|efalizumab 100 MG/ML Injectable Solution|Injectable Solution|efalizumab 100 MG/ML Injectable Solution||Efalizumab (Injectable)|Injectable|Sol|100 mg/ml||||1161283|SCDG|efalizumab Injectable Product
402242||SCD|Estradiol 0.00208 MG/HR Topical Lotion|Topical Lotion|Estradiol 0.00208 MG/HR Topical Lotion||Estradiol (Topical)|Topical|Lotion|0.00208 mg/hr||||1165762|SCDG|Estradiol Topical Product
402243||SCD|bortezomib 1 MG/ML Injectable Solution|Injectable Solution|bortezomib 1 MG/ML Injectable Solution||Bortezomib (Injectable)|Injectable|Sol|1 mg/ml||||1163075|SCDG|bortezomib Injectable Product
402244|402243|SBD|bortezomib 1 MG/ML Injectable Solution [Velcade]|Injectable Solution|bortezomib 1 MG/ML Injectable Solution|VELCADE|VELCADE (Injectable)|Injectable|Sol|1 mg/ml||||1187756|SBDG|Velcade Injectable Product
402245||SCD|Atazanavir 100 MG Oral Capsule|Oral Capsule|Atazanavir 100 MG Oral Capsule||Atazanavir (Oral Pill)|Oral Pill|Cap|100 mg||||1154365|SCDG|Atazanavir Pill
402246||SCD|Atazanavir 150 MG Oral Capsule|Oral Capsule|Atazanavir 150 MG Oral Capsule||Atazanavir (Oral Pill)|Oral Pill|Cap|150 mg||||1154365|SCDG|Atazanavir Pill
402247||SCD|Atazanavir 200 MG Oral Capsule|Oral Capsule|Atazanavir 200 MG Oral Capsule||Atazanavir (Oral Pill)|Oral Pill|Cap|200 mg||||1154365|SCDG|Atazanavir Pill
402248||SCD|desirudin 30 MG/ML Injectable Solution|Injectable Solution|desirudin 30 MG/ML Injectable Solution||Desirudin (Injectable)|Injectable|Sol|30 mg/ml||||1157753|SCDG|desirudin Injectable Product
402249|402248|SBD|desirudin 30 MG/ML Injectable Solution [Iprivask]|Injectable Solution|desirudin 30 MG/ML Injectable Solution|IPRIVASK|IPRIVASK (Injectable)|Injectable|Sol|30 mg/ml||||1176754|SBDG|Iprivask Injectable Product
402250||SCD|168 HR Estradiol 0.00188 MG/HR / Levonorgestrel 0.000625 MG/HR Transdermal Patch|Transdermal Patch|168 HR Estradiol 0.00188 MG/HR / Levonorgestrel 0.000625 MG/HR Transdermal Patch||Estradiol/Levonorgestrel (Transdermal)|Transdermal|168 HR Patch|0.00188-0.000625 mg/hr||||1295146|SCDG|Estradiol / Levonorgestrel Transdermal Product
402252|402250|SBD|168 HR Estradiol 0.00188 MG/HR / Levonorgestrel 0.000625 MG/HR Transdermal Patch [Climara Pro]|Transdermal Patch|168 HR Estradiol 0.00188 MG/HR / Levonorgestrel 0.000625 MG/HR Transdermal Patch|CLIMARA PRO|CLIMARA PRO (Transdermal)|Transdermal|168 HR Patch|0.00188-0.000625 mg/hr||||1296681|SBDG|Climara Pro Transdermal Product
402273||SCD|vardenafil 2.5 MG Oral Tablet|Oral Tablet|vardenafil 2.5 MG Oral Tablet||Vardenafil (Oral Pill)|Oral Pill|Tab|2.5 mg||||1164566|SCDG|vardenafil Pill
402481||SCD|Isopropyl Alcohol 0.99 ML/ML Topical Solution|Topical Solution|Isopropyl Alcohol 0.99 ML/ML Topical Solution||Isopropyl Alcohol (Topical)|Topical|Sol|99%||||1159744|SCDG|Isopropyl Alcohol Topical Product
402505||SCD|12 HR Carbamazepine 200 MG Extended Release Tablet|Extended Release Tablet|12 HR Carbamazepine 200 MG Extended Release Tablet||carBAMazepine XR (Oral Pill)|Oral Pill|12 HR XR Tab|200 mg||||1155761|SCDG|Carbamazepine Pill
402506||SCD|12 HR Carbamazepine 400 MG Extended Release Tablet|Extended Release Tablet|12 HR Carbamazepine 400 MG Extended Release Tablet||carBAMazepine XR (Oral Pill)|Oral Pill|12 HR XR Tab|400 mg||||1155761|SCDG|Carbamazepine Pill
402597||SCD|calcium acetate 250 MG Oral Tablet|Oral Tablet|calcium acetate 250 MG Oral Tablet||Calcium acetate (Oral Pill)|Oral Pill|Tab|250 mg||||1164960|SCDG|calcium acetate Pill
402695||SCD|24 HR Felodipine 10 MG Extended Release Tablet|Extended Release Tablet|24 HR Felodipine 10 MG Extended Release Tablet||Felodipine XR (Oral Pill)|Oral Pill|24 HR XR Tab|10 mg||||1159029|SCDG|Felodipine Pill
402696||SCD|24 HR Felodipine 5 MG Extended Release Tablet|Extended Release Tablet|24 HR Felodipine 5 MG Extended Release Tablet||Felodipine XR (Oral Pill)|Oral Pill|24 HR XR Tab|5 mg||||1159029|SCDG|Felodipine Pill
402698||SCD|24 HR Felodipine 2.5 MG Extended Release Tablet|Extended Release Tablet|24 HR Felodipine 2.5 MG Extended Release Tablet||Felodipine XR (Oral Pill)|Oral Pill|24 HR XR Tab|2.5 mg||||1159029|SCDG|Felodipine Pill
403790||SCD|Acetaminophen 160 MG / Pseudoephedrine 15 MG Chewable Tablet|Chewable Tablet|Acetaminophen 160 MG / Pseudoephedrine 15 MG Chewable Tablet||Acetaminophen/Pseudoephedrine (Chewable)|Chewable|Tab|160-15 mg||APAP||1294771|SCDG|Acetaminophen / Pseudoephedrine Chewable Product
403798||SCD|Ubiquinone 60 MG Oral Capsule|Oral Capsule|Ubiquinone 60 MG Oral Capsule||Ubiquinone (Oral Pill)|Oral Pill|Cap|60 mg||||1159382|SCDG|Ubiquinone Pill
403799||SCD|84 HR oxybutynin 0.162 MG/HR Transdermal Patch|Transdermal Patch|84 HR oxybutynin 0.162 MG/HR Transdermal Patch||Oxybutynin (Transdermal)|Transdermal|84 HR Patch|0.162 mg/hr||||1295592|SCDG|oxybutynin Transdermal Product
403806||SCD|pegvisomant 10 MG/ML Injectable Solution|Injectable Solution|pegvisomant 10 MG/ML Injectable Solution||Pegvisomant (Injectable)|Injectable|Sol|10 mg/ml||||1161383|SCDG|pegvisomant Injectable Product
403807||SCD|pegvisomant 15 MG/ML Injectable Solution|Injectable Solution|pegvisomant 15 MG/ML Injectable Solution||Pegvisomant (Injectable)|Injectable|Sol|15 mg/ml||||1161383|SCDG|pegvisomant Injectable Product
403808||SCD|pegvisomant 20 MG/ML Injectable Solution|Injectable Solution|pegvisomant 20 MG/ML Injectable Solution||Pegvisomant (Injectable)|Injectable|Sol|20 mg/ml||||1161383|SCDG|pegvisomant Injectable Product
403810||SCD|aprepitant 80 MG Oral Capsule|Oral Capsule|aprepitant 80 MG Oral Capsule||Aprepitant (Oral Pill)|Oral Pill|Cap|80 mg||||1157723|SCDG|aprepitant Pill
403811||SCD|aprepitant 125 MG Oral Capsule|Oral Capsule|aprepitant 125 MG Oral Capsule||Aprepitant (Oral Pill)|Oral Pill|Cap|125 mg||||1157723|SCDG|aprepitant Pill
403814||SCD|Stavudine 37.5 MG Extended Release Capsule|Extended Release Capsule|Stavudine 37.5 MG Extended Release Capsule||Stavudine XR (Oral Pill)|Oral Pill|XR Cap|37.5 mg||DHT; D4T||1161745|SCDG|Stavudine Pill
403815||SCD|Stavudine 50 MG Extended Release Capsule|Extended Release Capsule|Stavudine 50 MG Extended Release Capsule||Stavudine XR (Oral Pill)|Oral Pill|XR Cap|50 mg||DHT; D4T||1161745|SCDG|Stavudine Pill
